seconds
1900800
691200
518400
691200
2160000
1209600
1641600
1209600
1900800
1209600
1814400
1814400
1123200
604800
172800
950400
691200
0
259200
1555200
345600
777600
172800
604800
518400
2678400
1123200
2764800
1987200
2246400
172800
1555200
2332800
345600
518400
1641600
259200
604800
1555200
518400
345600
691200
2246400
2505600
172800
1641600
518400
0
604800
345600
1468800
1296000
1296000
1296000
1900800
604800
1728000
1900800
1987200
1123200
1468800
777600
1555200
172800
1296000
86400
259200
604800
172800
1123200
259200
172800
432000
1036800
864000
604800
432000
1987200
950400
864000
1209600
172800
0
604800
1296000
1209600
1814400
1296000
259200
432000
172800
0
2332800
518400
345600
1555200
518400
518400
1209600
777600
1123200
777600
2332800
1036800
777600
2592000
1209600
2073600
172800
518400
864000
1296000
345600
691200
432000
1036800
86400
691200
345600
604800
604800
2505600
172800
950400
1987200
1296000
1209600
1209600
1036800
864000
1382400
864000
691200
1814400
2419200
345600
864000
86400
1382400
1555200
259200
691200
432000
777600
86400
950400
432000
259200
1123200
1987200
604800
1468800
345600
777600
604800
86400
1036800
172800
1641600
691200
432000
777600
1123200
691200
1123200
2160000
2505600
1209600
1468800
518400
777600
172800
777600
1728000
518400
604800
1036800
604800
2246400
1296000
1555200
1641600
777600
345600
518400
172800
432000
1468800
2160000
864000
432000
2332800
1641600
1123200
172800
2246400
950400
1036800
777600
2419200
604800
518400
1036800
864000
1728000
1468800
691200
777600
518400
1468800
1468800
864000
1900800
604800
950400
86400
691200
2073600
1728000
1468800
1814400
259200
0
2160000
259200
1382400
1123200
1900800
777600
86400
864000
259200
1814400
604800
518400
604800
2246400
1382400
950400
2073600
691200
864000
1987200
950400
2851200
777600
864000
518400
1209600
1641600
1123200
259200
691200
2073600
86400
864000
1468800
86400
691200
691200
1555200
172800
1296000
432000
691200
86400
777600
2332800
345600
1555200
1468800
604800
777600
864000
86400
777600
604800
518400
604800
86400
1987200
345600
691200
345600
950400
691200
604800
604800
518400
777600
432000
432000
950400
1036800
345600
691200
432000
259200
1555200
432000
1036800
2246400
2505600
1296000
345600
172800
1123200
1382400
864000
1641600
1728000
691200
950400
950400
0
777600
86400
259200
604800
0
2246400
777600
345600
1468800
0
864000
259200
1382400
432000
2246400
172800
1900800
432000
1814400
1209600
1296000
2505600
2332800
1555200
1900800
950400
777600
2246400
2160000
172800
777600
777600
864000
432000
432000
777600
1296000
2332800
259200
86400
864000
1468800
259200
1555200
2246400
691200
1123200
777600
86400
1641600
2073600
1123200
432000
777600
432000
691200
1123200
1296000
1468800
604800
86400
950400
345600
1123200
86400
691200
518400
864000
1123200
0
864000
518400
691200
518400
518400
864000
604800
864000
518400
432000
432000
1641600
2073600
2160000
604800
86400
1987200
1900800
864000
1036800
950400
1382400
259200
518400
1641600
259200
518400
1814400
1987200
1296000
864000
1468800
864000
345600
1209600
345600
259200
1555200
345600
518400
691200
259200
259200
2073600
518400
345600
950400
345600
1468800
777600
864000
1987200
432000
1123200
518400
345600
691200
864000
1555200
950400
1555200
1900800
1900800
